hgnc_id	approved_symbol	approved_name	status	previous_symbols	alias_symbols	accession_numbers	refseq_ids	alias_names	ensembl_gene_id	ncbi_gene_id
HGNC:16469	ACAP2	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"	Approved	CENTB2	"KIAA0041, CNT-B2"		NM_012287		ENSG00000114331	23527
HGNC:41426	ACAP2-IT1	ACAP2 intronic transcript 1	Approved						ENSG00000229325	
HGNC:16754	ACAP3	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"	Approved	CENTB5	KIAA1716	AF411981	NM_030649		ENSG00000131584	116983
HGNC:93	ACAT1	acetyl-CoA acetyltransferase 1	Approved	ACAT	THIL	D90228	NM_000019	acetoacetyl Coenzyme A thiolase	ENSG00000075239	38
HGNC:94	ACAT2	acetyl-CoA acetyltransferase 2	Approved			AF356877	NM_005891	acetoacetyl Coenzyme A thiolase	ENSG00000120437	39
HGNC:15453	ACBD3	acyl-CoA binding domain containing 3	Approved	"GOLPH1, GOCAP1"	"GCP60, PAP7"	AB043587	NM_022735	PBR- and PKA-associated protein 7	ENSG00000182827	64746
HGNC:40701	ACBD3-AS1	ACBD3 antisense RNA 1	Approved		RP11-275I14.4	AW511419	NR_146443		ENSG00000234478	107985353
HGNC:23337	ACBD4	acyl-CoA binding domain containing 4	Approved		FLJ13322	BC029164	NM_024722		ENSG00000181513	79777
HGNC:23338	ACBD5	acyl-CoA binding domain containing 5	Approved		"DKFZp434A2417, KIAA1996"	AF505653	NM_145698		ENSG00000107897	91452
HGNC:23339	ACBD6	acyl-CoA binding domain containing 6	Approved		MGC2404	BC006505	NM_032360		ENSG00000230124	84320
HGNC:17715	ACBD7	acyl-CoA binding domain containing 7	Approved		"FLJ38219, bA455B2.2"	AK095538			ENSG00000176244	414149
HGNC:23989	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)	Approved		"PHACS, ACS"	AY026508	NM_032592		ENSG00000110455	84680
HGNC:34391	ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like	Approved				NM_001031854		ENSG00000205126	390110
HGNC:25070	ACD	ACD shelterin complex subunit and telomerase recruitment factor	Approved		"Ptop, Pip1, Tpp1, Tint1"	AF070535	NM_022914	"TIN2 interacting protein 1, ""POT1 and TIN2 organizing protein"""	ENSG00000102977	65057
HGNC:2707	ACE	angiotensin I converting enzyme	Approved	DCP1	"ACE1, CD143"	J04144	NM_000789	peptidyl-dipeptidase A	ENSG00000159640	1636
HGNC:13557	ACE2	angiotensin converting enzyme 2	Approved		ACEH	AF291820		peptidyl-dipeptidase A	ENSG00000130234	59272
HGNC:44365	ACE3P	"angiotensin I converting enzyme 3, pseudogene"	Approved					"peptidyl-dipeptidase A, pseudogene"	ENSG00000224353	100129123
HGNC:18356	ACER1	alkaline ceramidase 1	Approved	ASAH3		AF347024	NM_133492		ENSG00000167769	125981
HGNC:23675	ACER2	alkaline ceramidase 2	Approved	ASAH3L	"FLJ41587, ALKCDase2"	AK123581	NM_001010887		ENSG00000177076	340485
HGNC:54674	ACER2P1	ACER2 pseudogene 1	Approved				NG_030142		ENSG00000180105	645978
HGNC:16066	ACER3	alkaline ceramidase 3	Approved	PHCA	"FLJ11238, APHC"	AF214454	NM_018367	alkaline phytoceramidase	ENSG00000078124	55331
HGNC:108	ACHE	acetylcholinesterase (Cartwright blood group)	Approved	YT			NM_015831	Yt blood group	ENSG00000087085	43
HGNC:17066	ACIN1	apoptotic chromatin condensation inducer 1	Approved	ACINUS	"KIAA0670, fSAP152"	AB014570	NM_014977	functional spliceosome-associated protein 152	ENSG00000100813	22985
HGNC:4035	ACKR1	atypical chemokine receptor 1 (Duffy blood group)	Approved	"FY, DARC"	"CCBP1, GPD, Dfy, CD234"	U01839	NM_002036	"atypical chemokine receptor 1, ""glycoprotein D"""	ENSG00000213088	2532
HGNC:1565	ACKR2	atypical chemokine receptor 2	Approved	"CMKBR9, CCBP2"	"CCR10, D6, CCR9"	U94888	NM_001296		ENSG00000144648	1238
HGNC:23692	ACKR3	atypical chemokine receptor 3	Approved	"CMKOR1, CXCR7"	"RDC1, GPR159"	BC008459	NM_020311		ENSG00000144476	57007
HGNC:1611	ACKR4	atypical chemokine receptor 4	Approved	CCRL1	"CCR11, CCBP2, VSHK1, CCX-CKR, PPR1"	AF110640	NM_016557		ENSG00000129048	51554
HGNC:21142	ACKR4P1	ACKR4 pseudogene 1	Approved	"CCRL1P, CCRL1P1"	dJ509I19.4		XM_208346		ENSG00000225415	285737
HGNC:115	ACLY	ATP citrate lyase	Approved		"ATPCL, CLATP, ACL"	X64330	NM_001096	ATP citrate synthase	ENSG00000131473	47
HGNC:19288	ACMSD	aminocarboxymuconate semialdehyde decarboxylase	Approved			AB071418			ENSG00000153086	130013
HGNC:34504	ACNATP	acyl-CoA:amino acid N-acyltransferase pseudogene	Approved	BAATP1				"acid-CoA: amino acid N-acyltransferase, pseudogene"	ENSG00000227411	347275
HGNC:117	ACO1	aconitase 1	Approved	IREB1	"IRP1, IREBP"	M58510	NM_002197	"aconitate hydratase, cytoplasmic, ""soluble aconitase"", ""cytosplasmic aconitase"""	ENSG00000122729	48
HGNC:118	ACO2	aconitase 2	Approved		ACONM	AH006514	NM_001098	"aconitate hydratase, mitochondrial, ""mitochondrial aconitase"""	ENSG00000100412	50
HGNC:33904	ACOD1	aconitate decarboxylase 1	Approved	IRG1	CAD		NM_001258406		ENSG00000102794	730249
HGNC:33128	ACOT1	acyl-CoA thioesterase 1	Approved		"ACH2, CTE-1, LACH2"	DQ082754	NM_001037161		ENSG00000184227	641371
HGNC:18431	ACOT2	acyl-CoA thioesterase 2	Approved		"Mte1, ZAP128"	"AY005822, AK001939"	NM_006821	mitochondrial acyl-CoA thioesterase 1	ENSG00000119673	10965
HGNC:19748	ACOT4	acyl-CoA thioesterase 4	Approved		"FLJ31235, PTE-Ib, PTE2B"	BC031799	NM_152331		ENSG00000177465	122970
HGNC:33159	ACOT6	acyl-CoA thioesterase 6	Approved	C14orf42		"DQ082756, BF109853"	NM_001037162		ENSG00000205669	641372
HGNC:24157	ACOT7	acyl-CoA thioesterase 7	Approved		"BACH, ACH1, ACT, CTE-II, LACH1, MGC1126, hBACH"	AB074417	NM_007274	brain acyl CoA hydrolase	ENSG00000097021	11332
HGNC:15919	ACOT8	acyl-CoA thioesterase 8	Approved	PTE1	"hACTE-III, hTE, PTE-2, NAP1"	AF014404	NM_183386	"choloyl-CoA hydrolase, ""Nef (lentivirus myristoylated factor) associated protein 1"""	ENSG00000101473	10005
HGNC:17152	ACOT9	acyl-CoA thioesterase 9	Approved		"CGI-16, MT-ACT48, ACATE2"	AF132950	NM_012332		ENSG00000123130	23597
HGNC:18156	ACOT11	acyl-CoA thioesterase 11	Approved	THEA	"STARD14, BFIT, KIAA0707, BFIT1, THEM1"	AB014607	NM_015547	StAR-related lipid transfer (START) domain containing 14	ENSG00000162390	26027
HGNC:24436	ACOT12	acyl-CoA thioesterase 12	Approved		"Cach, THEAL, STARD15"	AB078619	NM_130767	StAR-related lipid transfer (START) domain containing 15	ENSG00000172497	134526
HGNC:20999	ACOT13	acyl-CoA thioesterase 13	Approved	THEM2	HT012	AF220186	NM_018473		ENSG00000112304	55856
HGNC:119	ACOX1	acyl-CoA oxidase 1	Approved		PALMCOX	U03254		palmitoyl-CoA oxidase	ENSG00000161533	51
HGNC:120	ACOX2	acyl-CoA oxidase 2	Approved		"BRCACOX, BRCOX, THCCox"	X95190	NM_003500	"trihydroxycoprostanoyl-CoA oxidase, ""3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA 24-hydroxylase"", ""branched chain acyl-CoA oxidase"""	ENSG00000168306	8309
HGNC:121	ACOX3	"acyl-CoA oxidase 3, pristanoyl"	Approved			Y11411			ENSG00000087008	8310
HGNC:25621	ACOXL	acyl-CoA oxidase like	Approved		FLJ11042		NM_018308		ENSG00000153093	55289
HGNC:41112	ACOXL-AS1	ACOXL antisense RNA 1	Approved				NR_122074		ENSG00000204581	400997
HGNC:122	ACP1	acid phosphatase 1	Approved		"HAAP, LMW-PTP, LMWPTP"	M87546	NM_004300	"acid phosphatase of erythrocyte, ""low molecular weight phosphotyrosine protein phosphatase"", ""red cell acid phosphatase"""	ENSG00000143727	52
HGNC:123	ACP2	"acid phosphatase 2, lysosomal"	Approved		LAP	X15525	NM_001610	lysosomal acid phosphatase	ENSG00000134575	53
HGNC:125	ACP3	acid phosphatase 3	Approved	ACPP	"ACP-3, PAP, TM-PAP"		NM_001099	prostatic acid phosphatase	ENSG00000014257	55
HGNC:14376	ACP4	acid phosphatase 4	Approved	ACPT		AF321918	NM_033068	testicular acid phosphatase	ENSG00000142513	93650
HGNC:124	ACP5	"acid phosphatase 5, tartrate resistant"	Approved		"TRAP, HPAP"	X14618		"tartrate-resistant acid phosphatase, ""human purple acid phosphatase"""	ENSG00000102575	54
HGNC:29609	ACP6	"acid phosphatase 6, lysophosphatidic"	Approved		"LPAP, ACPL1"	BC009965	NM_016361	lysophosphatidic acid phosphatase	ENSG00000162836	51205
HGNC:33781	ACP7	"acid phosphatase 7, tartrate resistant (putative)"	Approved		"FLJ16165, PAPL1, PAPL"		NM_001004318	purple acid phosphatase long form 1	ENSG00000183760	390928
HGNC:126	ACR	acrosin	Approved			CR456366	NM_001097	"preproacrosin, ""acrosin light and heavy chain prepropeptide"""	ENSG00000100312	49
HGNC:17195	ACRBP	acrosin binding protein	Approved		"SP32, OY-TES-1, CT23"	AB051833	NM_032489	"proacrosin binding protein sp32, ""cancer/testis antigen 23"""	ENSG00000111644	84519
HGNC:54745	ACRP1	ACR pseudogene 1	Approved				NG_021518		ENSG00000175509	645529
HGNC:127	ACRV1	acrosomal vesicle protein 1	Approved		"SPACA2, SP-10, D11S4365"	AK223335	NM_001612	sperm protein 10	ENSG00000134940	56
HGNC:29567	ACSBG1	acyl-CoA synthetase bubblegum family member 1	Approved		"BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG"	AB014531	NM_015162	"bubblegum, ""very long-chain acyl-CoA synthetase"", ""lipidosin"""	ENSG00000103740	23205
HGNC:24174	ACSBG2	acyl-CoA synthetase bubblegum family member 2	Approved		"BGR, PRTD-NY3, DKFZp434K1635"		NM_030924	bubblegum related protein	ENSG00000130377	81616
HGNC:26101	ACSF2	acyl-CoA synthetase family member 2	Approved		"FLJ20920, ACSMW"	"AK024573, BC012053"	NM_025149		ENSG00000167107	80221
HGNC:27288	ACSF3	acyl-CoA synthetase family member 3	Approved			AK075499	NM_174917	malonyl-CoA synthetase	ENSG00000176715	197322
HGNC:3569	ACSL1	acyl-CoA synthetase long chain family member 1	Approved	FACL2	"LACS2, LACS, ACS1, LACS1, FACL1"	BC026290	NM_001995	"lignoceroyl-CoA synthase, ""long-chain fatty-acid-coenzyme A ligase 1"""	ENSG00000151726	2180
HGNC:3570	ACSL3	acyl-CoA synthetase long chain family member 3	Approved	FACL3	"ACS3, PRO2194"	D89053	NM_004457		ENSG00000123983	2181
HGNC:40227	ACSL3-AS1	ACSL3 antisense RNA 1	Approved			DB074600			ENSG00000234193	105373904
HGNC:3571	ACSL4	acyl-CoA synthetase long chain family member 4	Approved	"FACL4, MRX63, MRX68"	"ACS4, LACS4"	BC034959	NM_004458	"lignoceroyl-CoA synthase, "" long-chain fatty-acid-Coenzyme A ligase 4"""	ENSG00000068366	2182
HGNC:16526	ACSL5	acyl-CoA synthetase long chain family member 5	Approved	FACL5	"ACS5, ACS2"	AB033899	NM_016234	"FACL5 for fatty acid coenzyme A ligase 5, ""long-chain acyl-CoA synthetase 5"", ""long-chain fatty acid coenzyme A ligase 5"", ""fatty-acid-Coenzyme A ligase, long-chain 5"""	ENSG00000197142	51703
HGNC:16496	ACSL6	acyl-CoA synthetase long chain family member 6	Approved	FACL6	"KIAA0837, ACS2, LACS5, LACS2"	AB020644	NM_015256		ENSG00000164398	23305
HGNC:40772	ACSL6-AS1	ACSL6 antisense RNA 1	Approved						ENSG00000223548	101927693
HGNC:18049	ACSM1	acyl-CoA synthetase medium chain family member 1	Approved	BUCS1	MACS1	AB059429	NM_052956		ENSG00000166743	116285
HGNC:32017	ACSM2A	acyl-CoA synthetase medium chain family member 2A	Approved	ACSM2	"A-923A4.1, MGC150530"	"AK091878, AK096039"	NM_001308172		ENSG00000183747	123876
HGNC:30931	ACSM2B	acyl-CoA synthetase medium chain family member 2B	Approved	ACSM2	"HXMA, HYST1046"	AY160217	NM_182617	xenobiotic/medium chain fatty acid:CoA ligase	ENSG00000066813	348158
HGNC:10522	ACSM3	acyl-CoA synthetase medium chain family member 3	Approved	SAH	SA	D16350	NM_005622		ENSG00000005187	6296
HGNC:32016	ACSM4	acyl-CoA synthetase medium chain family member 4	Approved				NM_001080454	similar to olfactory specific medium-chain acyl CoA synthetase	ENSG00000215009	341392
HGNC:26060	ACSM5	acyl-CoA synthetase medium chain family member 5	Approved		FLJ20581		NM_017888		ENSG00000183549	54988
HGNC:51295	ACSM5P1	acyl-CoA synthetase medium chain family member 5 pseudogene 1	Approved				NG_026352		ENSG00000260762	100421779
HGNC:31665	ACSM6	acyl-CoA synthetase medium chain family member 6	Approved	C10orf129	bA310E22.3		NM_207321		ENSG00000173124	142827
HGNC:16091	ACSS1	acyl-CoA synthetase short chain family member 1	Approved	ACAS2L	"dJ568C11.3, AceCS2L, MGC33843"		NM_032501		ENSG00000154930	84532
HGNC:15814	ACSS2	acyl-CoA synthetase short chain family member 2	Approved	ACAS2	"ACS, ACSA, AceCS, dJ1161H23.1"	AF263614	NM_018677		ENSG00000131069	55902
HGNC:24723	ACSS3	acyl-CoA synthetase short chain family member 3	Approved		FLJ21963		NM_024560		ENSG00000111058	79611
HGNC:129	ACTA1	"actin alpha 1, skeletal muscle"	Approved	ACTA	NEM3	J00068	NM_001100	nemaline myopathy type 3	ENSG00000143632	58
HGNC:130	ACTA2	"actin alpha 2, smooth muscle"	Approved		ACTSA	X13839	NM_001613		ENSG00000107796	59
HGNC:45169	ACTA2-AS1	ACTA2 antisense RNA 1	Approved		"uc001kfo.1, ZXF1, UC001kfo"	"AK093340, AX748062"	NR_125373		ENSG00000180139	100132116
HGNC:132	ACTB	actin beta	Approved			M28424	NM_001101	β-actin	ENSG00000075624	60
HGNC:17780	ACTBL2	actin beta like 2	Approved		DKFZp686D0972		NM_001017992		ENSG00000169067	345651
HGNC:134	ACTBP1	ACTB pseudogene 1	Approved				NG_022596		ENSG00000229145	643309
HGNC:135	ACTBP2	ACTB pseudogene 2	Approved				NG_003019		ENSG00000213763	62
HGNC:136	ACTBP3	ACTB pseudogene 3	Approved							63
HGNC:137	ACTBP4	ACTB pseudogene 4	Approved						ENSG00000286676	64
HGNC:139	ACTBP6	ACTB pseudogene 6	Approved				NG_008793		ENSG00000203413	66
HGNC:140	ACTBP7	ACTB pseudogene 7	Approved			V00479			ENSG00000185607	67
HGNC:141	ACTBP8	ACTB pseudogene 8	Approved		ACTBP2	V00481	NG_000840		ENSG00000220267	68
HGNC:142	ACTBP9	ACTB pseudogene 9	Approved			D50604	NG_003162		ENSG00000266920	69
HGNC:31819	ACTBP10	ACTB pseudogene 10	Approved							446207
HGNC:33971	ACTBP11	ACTB pseudogene 11	Approved						ENSG00000188460	644220
HGNC:150	ACTBP12	ACTB pseudogene 12	Approved	ACTGP5			NG_026958		ENSG00000233125	100462767
HGNC:45086	ACTBP14	ACTB pseudogene 14	Approved				NG_022182		ENSG00000229001	389976
HGNC:55065	ACTBP15	ACTB pseudogene 15	Approved						ENSG00000213857	391334
HGNC:143	ACTC1	actin alpha cardiac muscle 1	Approved	ACTC	CMD1R	BC009978	NM_005159		ENSG00000159251	70
HGNC:51491	ACTE1P	"actin epsilon 1, pseudogene"	Approved						ENSG00000172900	399923
HGNC:144	ACTG1	actin gamma 1	Approved	"ACTG, DFNA20, DFNA26"			NM_001614		ENSG00000184009	71
HGNC:146	ACTG1P1	actin gamma 1 pseudogene 1	Approved	"ACTGP1, ACT1GP1"		D50658	NG_001068		ENSG00000178631	73
HGNC:147	ACTG1P2	actin gamma 1 pseudogene 2	Approved	"ACTL2, ACTGP2"			NG_004636		ENSG00000229129	74
HGNC:148	ACTG1P3	actin gamma 1 pseudogene 3	Approved	ACTGP3		AF196978	NG_000842		ENSG00000215388	75
HGNC:149	ACTG1P4	actin gamma 1 pseudogene 4	Approved	ACTGP4					ENSG00000236085	648740
HGNC:151	ACTG1P6	actin gamma 1 pseudogene 6	Approved	ACTGP6						78
HGNC:152	ACTG1P7	actin gamma 1 pseudogene 7	Approved	ACTGP7						79
HGNC:153	ACTG1P8	actin gamma 1 pseudogene 8	Approved	ACTGP8						80
HGNC:154	ACTG1P9	actin gamma 1 pseudogene 9	Approved	ACTGP9		D50659	NG_001069		ENSG00000229349	82
HGNC:155	ACTG1P10	actin gamma 1 pseudogene 10	Approved	"ACTL1, ACTGP10"		AL139396	NG_003039		ENSG00000231340	83
HGNC:37651	ACTG1P11	actin gamma 1 pseudogene 11	Approved				NG_004636		ENSG00000229465	414754
HGNC:44496	ACTG1P12	actin gamma 1 pseudogene 12	Approved						ENSG00000226642	100418921
HGNC:49058	ACTG1P13	actin gamma 1 pseudogene 13	Approved						ENSG00000241305	100418920
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14	Approved				NG_023870		ENSG00000230581	100418910
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15	Approved						ENSG00000259904	100418951
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16	Approved						ENSG00000260298	100418960
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17	Approved						ENSG00000259315	283693
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18	Approved						ENSG00000218475	100418924
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19	Approved						ENSG00000237999	644160
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20	Approved						ENSG00000241547	644961
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21	Approved						ENSG00000232672	100131291
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22	Approved						ENSG00000271615	100131953
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23	Approved						ENSG00000230362	442097
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24	Approved	POTENP					ENSG00000226359	441783
HGNC:54872	ACTG1P25	actin gamma 1 pseudogene 25	Approved		AGPG		NR_002929		ENSG00000234996	148709
HGNC:145	ACTG2	"actin gamma 2, smooth muscle"	Approved	"ACTL3, ACTA3"	ACTSG		NM_001615		ENSG00000163017	72
HGNC:24124	ACTL6A	actin like 6A	Approved		"Actl6, BAF53A, Arp4, Baf53a, INO80K, SMARCN1"	AK098691	NM_004301	"BAF complex 53 kDa subunit, ""BRG1-associated factor 53A"", ""actin-related protein 4"", ""INO80 complex subunit K"""	ENSG00000136518	86
HGNC:160	ACTL6B	actin like 6B	Approved	ACTL6	"BAF53B, SMARCN2"	AB015906	NM_016188		ENSG00000077080	51412
HGNC:161	ACTL7A	actin like 7A	Approved			BC014610	NM_006687		ENSG00000187003	10881
HGNC:162	ACTL7B	actin like 7B	Approved		Tact1	BC033789	NM_006686		ENSG00000148156	10880
HGNC:24018	ACTL8	actin like 8	Approved		CT57	AK057339	NM_030812	cancer/testis antigen 57	ENSG00000117148	81569
HGNC:28494	ACTL9	actin like 9	Approved		MGC33407		NM_178525		ENSG00000181786	284382
HGNC:16127	ACTL10	actin like 10	Approved	C20orf134		AL121906			ENSG00000182584	170487
HGNC:44626	ACTL11P	"actin like 11, pseudogene"	Approved	ACTBP13					ENSG00000234667	389120
HGNC:163	ACTN1	actinin alpha 1	Approved			M95178	NM_001102		ENSG00000072110	87
HGNC:20131	ACTN1-DT	ACTN1 divergent transcript	Approved	"C14orf84, ACTN1-AS1"		"DB029126, AI147349"			ENSG00000259062	161159
HGNC:164	ACTN2	actinin alpha 2	Approved			BC047901	NM_001103		ENSG00000077522	88
HGNC:165	ACTN3	actinin alpha 3	Approved			M86407	NM_001104		ENSG00000248746	89
HGNC:166	ACTN4	actinin alpha 4	Approved	FSGS1		D89980			ENSG00000130402	81
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1	Approved						ENSG00000213493	344978
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2	Approved						ENSG00000214141	391026
HGNC:51621	ACTP1	actin family pseudogene 1	Approved				NG_044542		ENSG00000229890	106480335
HGNC:167	ACTR1A	actin related protein 1A	Approved		"ARP1, Arp1A"	X82206		centractin alpha	ENSG00000138107	10121
HGNC:54703	ACTR1AP1	ACTR1A pseudogene 1	Approved				NG_021577		ENSG00000233370	100287074
HGNC:168	ACTR1B	actin related protein 1B	Approved	CTRN2	Arp1B	X82207	NM_005735	centractin beta	ENSG00000115073	10120
HGNC:169	ACTR2	actin related protein 2	Approved		ARP2	AF006082	NM_001005386		ENSG00000138071	10097
HGNC:170	ACTR3	actin related protein 3	Approved		ARP3	AF006083	NM_005721		ENSG00000115091	10096
HGNC:53965	ACTR3-AS1	ACTR3 antisense RNA 1	Approved		AC104653.1		NR_110174			101060091
HGNC:17256	ACTR3B	actin related protein 3B	Approved		"ARP11, ARP3beta"		NM_020445		ENSG00000133627	57180
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1	Approved				NG_005799		ENSG00000270242	643050
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2	Approved		FKSG73				ENSG00000226481	440888
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3	Approved						ENSG00000260327	647156
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4	Approved						ENSG00000249283	777774
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5	Approved						ENSG00000227264	399746
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6	Approved						ENSG00000280263	644773
HGNC:54971	ACTR3BP7	ACTR3B pseudogene 7	Approved						ENSG00000226444	100289004
HGNC:37282	ACTR3C	actin related protein 3C	Approved		ARP11				ENSG00000106526	653857
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1	Approved							100288580
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2	Approved						ENSG00000232267	100129013
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3	Approved						ENSG00000242573	100128020
HGNC:14671	ACTR5	actin related protein 5	Approved		"FLJ12785, Arp5, INO80M"	AK022847	NM_024855	INO80 complex subunit M	ENSG00000101442	79913
HGNC:24025	ACTR6	actin related protein 6	Approved		"ARP6, FLJ13433"	AF212251	NM_022496		ENSG00000075089	64431
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1	Approved				NG_025147		ENSG00000248915	100421495
HGNC:14672	ACTR8	actin related protein 8	Approved		"INO80N, ARP8"		NM_022899	INO80 complex subunit N	ENSG00000113812	93973
HGNC:17372	ACTR10	actin related protein 10	Approved		"HARP11, ACTR11, Arp11, Arp10"	AF220190			ENSG00000131966	55860
HGNC:24027	ACTRT1	actin related protein T1	Approved		"AIP1, KIAA0705, ARIP1, Arp-T1"	AF440739	NM_138289		ENSG00000123165	139741
HGNC:55127	ACTRT1P1	ACTRT1 pseudogene 1	Approved				NG_011795		ENSG00000235239	100128268
HGNC:24026	ACTRT2	actin related protein T2	Approved		"Arp-T2, ARPM2, FLJ25424"	"AF440740, AB057364"	NM_080431		ENSG00000169717	140625
HGNC:24022	ACTRT3	actin related protein T3	Approved		ARPM1	AK055346	NM_032487	actin related protein M1	ENSG00000184378	84517
HGNC:171	ACVR1	activin A receptor type 1	Approved	ACVRLK2	"SKR1, ALK2, ACVR1A"		NM_001105		ENSG00000115170	90
HGNC:172	ACVR1B	activin A receptor type 1B	Approved	ACVRLK4	"ALK4, SKR2, ActRIB"		NM_020328		ENSG00000135503	91
HGNC:18123	ACVR1C	activin A receptor type 1C	Approved		"ALK7, ACVRLK7"	BC022530	NM_145259		ENSG00000123612	130399
HGNC:173	ACVR2A	activin A receptor type 2A	Approved	ACVR2	ACTRII		NM_001616		ENSG00000121989	92
HGNC:174	ACVR2B	activin A receptor type 2B	Approved		ActR-IIB	X77533	NM_001106		ENSG00000114739	93
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1	Approved			AK025619	NR_028389		ENSG00000229589	100128640
HGNC:175	ACVRL1	activin A receptor like type 1	Approved	"ACVRLK1, ORW2"	"HHT2, ALK1, HHT"	L17075	NM_000020	activin receptor-like kinase 1	ENSG00000139567	94
